"visit_date","utm_source","utm_medium","utm_campaign","visitors_count","total_cost","leads_count","purchase_count","revenue"
"2023-06-19",yandex,cpc,prof-professions-retarget,18,19026,0,0,
"2023-06-19",yandex,cpc,dod-python-java,8,16096,0,0,
"2023-06-20",vk,cpc,prof-python,13,75907,0,0,
"2023-06-20",vk,cpc,prof-java,8,41640,0,0,
"2023-06-20",vk,cpc,freemium-frontend,11,31361,0,0,
"2023-06-20",vk,cpc,prof-data-analytics,5,24705,0,0,
"2023-06-20",vk,cpc,prof-frontend,4,20312,0,0,
"2023-06-20",vk,cpc,freemium-java,8,20304,0,0,
"2023-06-20",vk,cpc,freemium-python,3,6381,0,0,
"2023-06-20",vk,cpp,dod-python-java,5,,0,0,
"2023-06-20",vk,social,dod-professions,3,,0,0,
"2023-06-20",vk,social,dod-python-java,1,,0,0,
"2023-06-20",vk,social,hexlet-blog,2,,0,0,
"2023-06-20",vk,social,base-frontend,1,,0,0,
"2023-06-20",vk,social,base-java,1,,0,0,
"2023-06-20",vk,social,base-python,1,,0,0,
"2023-06-20",yandex,cpc,base-frontend,33,,0,0,
"2023-06-20",yandex,cpc,base-professions-retarget,2,,0,0,
"2023-06-20",yandex,cpc,base-python,58,,0,0,
"2023-06-20",yandex,cpc,dod-frontend,17,,0,0,
"2023-06-20",yandex,cpc,dod-java,6,,0,0,
"2023-06-20",yandex,cpc,dod-php,7,,0,0,
"2023-06-20",yandex,cpc,dod-qa,5,,0,0,
"2023-06-20",yandex,cpc,prof-frontend,148,10145252,0,0,
"2023-06-20",yandex,cpc,prof-python,184,8474120,0,0,
"2023-06-20",yandex,cpc,freemium,242,3907090,0,0,
"2023-06-20",yandex,cpc,prof-java,119,3339497,0,0,
"2023-06-20",yandex,cpc,prof-data-analytics,38,258210,0,0,
"2023-06-20",yandex,cpc,base-java,53,201665,0,0,
"2023-06-20",yandex,cpc,prof-professions-brand,47,153361,0,0,
"2023-06-20",yandex,cpc,dod-professions,17,109174,0,0,
"2023-06-20",yandex,cpc,dod-python-java,10,32690,0,0,
"2023-06-20",yandex,cpc,prof-professions-retarget,27,21168,0,0,
"2023-06-21",vk,cpc,prof-php,1,,0,0,
"2023-06-21",vk,cpc,freemium,1,,0,0,
"2023-06-21",vk,cpc,prof-python,18,106020,0,0,
"2023-06-21",vk,cpc,prof-data-analytics,13,79170,0,0,
"2023-06-21",vk,cpc,prof-frontend,9,45711,0,0,
"2023-06-21",vk,cpc,prof-java,8,42056,0,0,
"2023-06-21",vk,cpc,freemium-frontend,7,17759,0,0,
"2023-06-21",vk,cpc,freemium-java,6,15222,0,0,
"2023-06-21",vk,cpc,freemium-python,5,10965,0,0,
"2023-06-21",vk,cpp,dod-python-java,7,,0,0,
"2023-06-21",vk,social,prof-python,1,,0,0,
"2023-06-21",vk,social,base-java,1,,0,0,
"2023-06-21",vk,social,course_completed,1,,0,0,
"2023-06-21",vk,social,dod-professions,1,,0,0,
"2023-06-21",vk,social,general,2,,0,0,
"2023-06-21",vk,social,hexlet-blog,2,,0,0,
"2023-06-21",yandex,cpc,dod-java,13,,0,0,
"2023-06-21",yandex,cpc,base-frontend,55,,0,0,
"2023-06-21",yandex,cpc,base-professions-retarget,6,,0,0,
"2023-06-21",yandex,cpc,dod-frontend,16,,0,0,
"2023-06-21",yandex,cpc,dod-php,5,,0,0,
"2023-06-21",yandex,cpc,dod-professions,11,,0,0,
"2023-06-21",yandex,cpc,dod-qa,9,,0,0,
"2023-06-21",yandex,cpc,prof-frontend,140,9023560,0,0,
"2023-06-21",yandex,cpc,prof-python,155,7260200,0,0,
"2023-06-21",yandex,cpc,freemium,225,4268925,0,0,
"2023-06-21",yandex,cpc,prof-java,126,3672144,0,0,
"2023-06-21",yandex,cpc,base-java,59,304263,0,0,
"2023-06-21",yandex,cpc,base-python,44,208604,0,0,
"2023-06-21",yandex,cpc,prof-professions-brand,42,181440,0,0,
"2023-06-21",yandex,cpc,prof-data-analytics,32,125440,0,0,
"2023-06-21",yandex,cpc,dod-python-java,12,24072,0,0,
"2023-06-21",yandex,cpc,prof-professions-retarget,25,21850,0,0,
"2023-06-22",vk,cpc,python,1,,0,0,
"2023-06-22",vk,cpc,prof-python,17,93925,0,0,
"2023-06-22",vk,cpc,prof-java,13,54899,0,0,
"2023-06-22",vk,cpc,prof-data-analytics,9,53676,0,0,
"2023-06-22",vk,cpc,prof-frontend,7,25788,0,0,
"2023-06-22",vk,cpc,freemium-frontend,9,23607,0,0,
"2023-06-22",vk,cpc,freemium-java,4,8576,0,0,
"2023-06-22",vk,cpc,freemium-python,3,5616,0,0,
"2023-06-22",vk,cpp,dod-python-java,7,,0,0,
"2023-06-22",vk,social,dod-python-java,1,,0,0,
"2023-06-22",vk,social,all-courses,1,,0,0,
"2023-06-22",vk,social,base-html,1,,0,0,
"2023-06-22",vk,social,base-python,1,,0,0,
"2023-06-22",vk,social,course_completed,1,,0,0,
"2023-06-22",vk,social,planiruy-uchebu--fokusiruysya-na-protsesse,1,,0,0,
"2023-06-22",vk,social,prof-python,1,,0,0,
"2023-06-22",vk,social,promo,1,,0,0,
"2023-06-22",yandex,cpc,dod-qa,4,,0,0,
"2023-06-22",yandex,cpc,dod-php,11,,0,0,
"2023-06-22",yandex,cpc,dod-professions,12,,0,0,
"2023-06-22",yandex,cpc,base-frontend,51,,0,0,
"2023-06-22",yandex,cpc,base-professions-retarget,7,,0,0,
"2023-06-22",yandex,cpc,dod-frontend,20,,0,0,
"2023-06-22",yandex,cpc,dod-java,7,,0,0,
"2023-06-22",yandex,cpc,prof-frontend,175,12245800,0,0,
"2023-06-22",yandex,cpc,prof-python,163,8244377,0,0,
"2023-06-22",yandex,cpc,prof-java,129,4628649,0,0,
"2023-06-22",yandex,cpc,freemium,251,3684680,0,0,
"2023-06-22",yandex,cpc,base-java,66,540210,0,0,
"2023-06-22",yandex,cpc,base-python,65,259090,0,0,
"2023-06-22",yandex,cpc,prof-professions-brand,41,170601,0,0,
"2023-06-22",yandex,cpc,dod-python-java,10,49880,0,0,
"2023-06-22",yandex,cpc,prof-data-analytics,29,42398,0,0,
"2023-06-22",yandex,cpc,prof-professions-retarget,19,20387,0,0,
"2023-06-23",vk,cpc,prof-data-analytics,16,79232,0,0,
"2023-06-23",vk,cpc,prof-python,16,66384,0,0,
"2023-06-23",vk,cpc,prof-frontend,11,41877,0,0,
"2023-06-23",vk,cpc,prof-java,5,31730,0,0,
"2023-06-23",vk,cpc,freemium-frontend,9,22851,0,0,
"2023-06-23",vk,cpc,freemium-java,6,15234,0,0,
"2023-06-23",vk,cpc,base-python,5,11420,0,0,
"2023-06-23",vk,cpc,freemium-python,1,2034,0,0,
"2023-06-23",vk,cpp,dod-python-java,2,,0,0,
"2023-06-23",vk,social,hexlet-blog,1,,0,0,
"2023-06-23",vk,social,prof-python,2,,0,0,
"2023-06-23",vk,social,open_lectures23,1,,0,0,
"2023-06-23",vk,social,"8-statey--kotorye-budut-polezny-novichku",1,,0,0,
"2023-06-23",vk,social,all-courses,2,,0,0,
"2023-06-23",vk,social,base-python,1,,0,0,
"2023-06-23",vk,social,course_completed,1,,0,0,
"2023-06-23",yandex,cpc,dod-professions,18,,0,0,
"2023-06-23",yandex,cpc,base-frontend,58,,0,0,
"2023-06-23",yandex,cpc,base-professions-retarget,8,,0,0,
"2023-06-23",yandex,cpc,dod-qa,5,,0,0,
"2023-06-23",yandex,cpc,dod-frontend,22,,0,0,
"2023-06-23",yandex,cpc,dod-java,7,,0,0,
"2023-06-23",yandex,cpc,dod-php,8,,0,0,
"2023-06-23",yandex,cpc,prof-frontend,182,10258976,0,0,
"2023-06-23",yandex,cpc,prof-python,207,8620101,0,0,
"2023-06-23",yandex,cpc,freemium,255,4649925,0,0,
"2023-06-23",yandex,cpc,prof-java,134,4615496,0,0,
"2023-06-23",yandex,cpc,base-java,71,769853,0,0,
"2023-06-23",yandex,cpc,base-python,66,546216,0,0,
"2023-06-23",yandex,cpc,prof-data-analytics,43,351095,0,0,
"2023-06-23",yandex,cpc,prof-professions-brand,49,197421,0,0,
"2023-06-23",yandex,cpc,prof-professions-retarget,34,43316,0,0,
"2023-06-23",yandex,cpc,dod-python-java,9,6084,0,0,
"2023-06-24",vk,cpc,prof-python,18,103284,0,0,
"2023-06-24",vk,cpc,prof-data-analytics,14,60508,0,0,
"2023-06-24",vk,cpc,prof-java,9,57123,0,0,
"2023-06-24",vk,cpc,prof-frontend,8,40608,0,0,
"2023-06-24",vk,cpc,base-python,7,15988,0,0,
"2023-06-24",vk,cpc,freemium-python,6,13638,0,0,
"2023-06-24",vk,cpc,freemium-frontend,5,12695,0,0,
"2023-06-24",vk,cpc,freemium-java,2,3446,0,0,
"2023-06-24",vk,cpp,dod-python-java,2,,0,0,
"2023-06-24",vk,social,hexlet-blog,1,,1,0,
"2023-06-24",vk,social,all-courses,1,,0,0,
"2023-06-24",vk,social,base-python,2,,0,0,
"2023-06-24",vk,social,matematika-ilnar,1,,0,0,
"2023-06-24",vk,social,prof-python,2,,0,0,
"2023-06-24",vk,social,reshenie-zadach--horoshiy-sposob-zakrepit,1,,0,0,
"2023-06-24",yandex,cpc,base-frontend,41,,0,0,
"2023-06-24",yandex,cpc,dod-php,8,,0,0,
"2023-06-24",yandex,cpc,base-professions-retarget,6,,0,0,
"2023-06-24",yandex,cpc,dod-qa,5,,0,0,
"2023-06-24",yandex,cpc,dod-professions,23,,0,0,
"2023-06-24",yandex,cpc,dod-frontend,24,,0,0,
"2023-06-24",yandex,cpc,dod-python-java,10,,0,0,
"2023-06-24",yandex,cpc,dod-java,9,,0,0,
"2023-06-24",yandex,cpc,prof-frontend,172,9038256,0,0,
"2023-06-24",yandex,cpc,prof-python,164,5732456,0,0,
"2023-06-24",yandex,cpc,prof-java,129,3790149,0,0,
"2023-06-24",yandex,cpc,freemium,263,3768790,0,0,
"2023-06-24",yandex,cpc,base-python,40,485280,0,0,
"2023-06-24",yandex,cpc,base-java,58,478964,0,0,
"2023-06-24",yandex,cpc,prof-data-analytics,29,149785,0,0,
"2023-06-24",yandex,cpc,prof-professions-brand,35,108255,0,0,
"2023-06-24",yandex,cpc,prof-professions-retarget,27,27459,0,0,
"2023-06-25",vk,cpc,prof-java,21,191898,0,0,
"2023-06-25",vk,cpc,prof-python,25,151050,0,0,
"2023-06-25",vk,cpc,prof-data-analytics,14,53298,0,0,
"2023-06-25",vk,cpc,base-python,10,35220,0,0,
"2023-06-25",vk,cpc,freemium-frontend,8,20304,0,0,
"2023-06-25",vk,cpc,prof-frontend,3,18273,0,0,
"2023-06-25",vk,cpc,freemium-python,7,14595,0,0,
"2023-06-25",vk,cpc,freemium-java,2,3046,0,0,
"2023-06-25",vk,cpp,base-frontend,2,,0,0,
"2023-06-25",vk,social,base-python,1,,0,0,
"2023-06-25",vk,social,dod-python-java,1,,0,0,
"2023-06-25",vk,social,general,1,,0,0,
"2023-06-25",vk,social,hexlet-blog,1,,0,0,
"2023-06-25",vk,social,prof-python,1,,0,0,
"2023-06-25",yandex,cpc,dod-php,7,,0,0,
"2023-06-25",yandex,cpc,base-frontend,40,,0,0,
"2023-06-25",yandex,cpc,base-professions-retarget,4,,0,0,
"2023-06-25",yandex,cpc,dod-frontend,22,,0,0,
"2023-06-25",yandex,cpc,dod-java,9,,0,0,
"2023-06-25",yandex,cpc,dod-professions,12,,0,0,
"2023-06-25",yandex,cpc,dod-python-java,4,,0,0,
"2023-06-25",yandex,cpc,dod-qa,6,,0,0,
"2023-06-25",yandex,cpc,prof-frontend,147,8417808,0,0,
"2023-06-25",yandex,cpc,prof-python,157,6510476,0,0,
"2023-06-25",yandex,cpc,prof-java,149,5577219,0,0,
"2023-06-25",yandex,cpc,freemium,211,2998943,0,0,
"2023-06-25",yandex,cpc,base-java,66,791934,0,0,
"2023-06-25",yandex,cpc,base-python,61,488366,0,0,
"2023-06-25",yandex,cpc,prof-professions-brand,46,237452,0,0,
"2023-06-25",yandex,cpc,prof-data-analytics,23,107962,0,0,
"2023-06-25",yandex,cpc,prof-professions-retarget,29,26651,0,0,
"2023-06-26",vk,cpc,prof-java,17,135864,0,0,
"2023-06-26",vk,cpc,prof-python,21,121863,0,0,
"2023-06-26",vk,cpc,freemium-frontend,8,20304,0,0,
"2023-06-26",vk,cpc,prof-frontend,4,17276,0,0,
"2023-06-26",vk,cpc,freemium-python,7,13769,0,0,
"2023-06-26",vk,cpc,base-python,3,5658,0,0,
"2023-06-26",vk,cpc,prof-data-analytics,4,5604,0,0,
"2023-06-26",vk,cpc,freemium-java,1,1516,0,0,
"2023-06-26",vk,cpp,dod-python-java,1,,0,0,
"2023-06-26",vk,cpp,base-frontend,1,,0,0,
"2023-06-26",vk,cpp,base-java,2,,0,0,
"2023-06-26",vk,social,base-python,1,,0,0,
"2023-06-26",vk,social,base-java,2,,0,0,
"2023-06-26",vk,social,general,1,,0,0,
"2023-06-26",vk,social,hexlet-blog,4,,0,0,
"2023-06-26",vk,social,prof-python,3,,0,0,
"2023-06-26",yandex,cpc,dod-php,3,,0,0,
"2023-06-26",yandex,cpc,base-frontend,43,,0,0,
"2023-06-26",yandex,cpc,base-professions-retarget,4,,0,0,
"2023-06-26",yandex,cpc,dod-frontend,19,,0,0,
"2023-06-26",yandex,cpc,dod-java,6,,0,0,
"2023-06-26",yandex,cpc,dod-professions,19,,0,0,
"2023-06-26",yandex,cpc,dod-python-java,11,,0,0,
"2023-06-26",yandex,cpc,dod-qa,7,,0,0,
"2023-06-26",yandex,cpc,prof-frontend,166,9814418,0,0,
"2023-06-26",yandex,cpc,prof-python,187,7769289,0,0,
"2023-06-26",yandex,cpc,prof-java,121,4286909,0,0,
"2023-06-26",yandex,cpc,freemium,251,4183668,0,0,
"2023-06-26",yandex,cpc,base-java,52,557856,0,0,
"2023-06-26",yandex,cpc,base-python,57,452580,0,0,
"2023-06-26",yandex,cpc,prof-professions-brand,40,171440,0,0,
"2023-06-26",yandex,cpc,prof-data-analytics,36,169164,0,0,
"2023-06-26",yandex,cpc,prof-professions-retarget,18,25758,0,0,
"2023-06-27",vk,cpc,yaintern,1,,0,0,
"2023-06-27",vk,cpc,prof-python,16,74816,0,0,
"2023-06-27",vk,cpc,prof-java,9,48546,0,0,
"2023-06-27",vk,cpc,prof-frontend,5,33300,0,0,
"2023-06-27",vk,cpc,freemium-frontend,11,27918,0,0,
"2023-06-27",vk,cpc,base-python,9,21690,0,0,
"2023-06-27",vk,cpc,freemium-python,7,14105,0,0,
"2023-06-27",vk,cpc,freemium-java,2,3046,0,0,
"2023-06-27",vk,cpp,base-frontend,1,,0,0,
"2023-06-27",vk,cpp,base-java,1,,0,0,
"2023-06-27",vk,social,base-frontend,1,,0,0,
"2023-06-27",vk,social,base-python,1,,0,0,
"2023-06-27",vk,social,dod-professions,1,,0,0,
"2023-06-27",vk,social,general,2,,0,0,
"2023-06-27",vk,social,hexlet-blog,1,,0,0,
"2023-06-27",vk,social,prof-python,2,,0,0,
"2023-06-27",vk,social,all-courses,2,,0,0,
"2023-06-27",yandex,cpc,dod-python-java,10,,0,0,
"2023-06-27",yandex,cpc,base-frontend,39,,0,0,
"2023-06-27",yandex,cpc,dod-qa,5,,0,0,
"2023-06-27",yandex,cpc,base-professions-retarget,2,,0,0,
"2023-06-27",yandex,cpc,dod-frontend,13,,0,0,
"2023-06-27",yandex,cpc,dod-java,9,,0,0,
"2023-06-27",yandex,cpc,dod-php,3,,0,0,
"2023-06-27",yandex,cpc,dod-professions,27,,0,0,
"2023-06-27",yandex,cpc,prof-frontend,158,9632154,0,0,
"2023-06-27",yandex,cpc,prof-python,175,6989325,0,0,
"2023-06-27",yandex,cpc,prof-java,128,3614080,0,0,
"2023-06-27",yandex,cpc,freemium,238,3259172,0,0,
"2023-06-27",yandex,cpc,base-python,58,595718,0,0,
"2023-06-27",yandex,cpc,base-java,58,323872,0,0,
"2023-06-27",yandex,cpc,prof-professions-brand,58,304906,0,0,
"2023-06-27",yandex,cpc,prof-data-analytics,38,269496,0,0,
"2023-06-27",yandex,cpc,prof-professions-retarget,32,21408,0,0,
"2023-06-28",vk,cpc,prof-python,15,64770,0,0,
"2023-06-28",vk,cpc,prof-java,8,46056,0,0,
"2023-06-28",vk,cpc,prof-frontend,6,39768,0,0,
"2023-06-28",vk,cpc,freemium-frontend,14,35532,0,0,
"2023-06-28",vk,cpc,base-python,7,18942,0,0,
"2023-06-28",vk,cpc,freemium-python,8,15632,1,0,
"2023-06-28",vk,cpc,freemium-java,3,4563,0,0,
"2023-06-28",vk,cpc,prof-data-analytics,1,381,0,0,
"2023-06-28",vk,cpm,java,1,,0,0,
"2023-06-28",vk,cpp,base-java,5,,0,0,
"2023-06-28",vk,social,all-courses,2,,0,0,
"2023-06-28",vk,social,base-python,1,,0,0,
"2023-06-28",vk,social,hexlet-blog,3,,0,0,
"2023-06-28",vk,social,prof-python,3,,0,0,
"2023-06-28",vk,social,prof-qa,1,,0,0,
"2023-06-28",vk,social,promo,1,,0,0,
"2023-06-28",yandex,cpc,dod-python-java,9,,0,0,
"2023-06-28",yandex,cpc,base-frontend,43,,0,0,
"2023-06-28",yandex,cpc,base-professions-retarget,6,,0,0,
"2023-06-28",yandex,cpc,dod-frontend,19,,0,0,
"2023-06-28",yandex,cpc,dod-java,5,,0,0,
"2023-06-28",yandex,cpc,dod-php,3,,0,0,
"2023-06-28",yandex,cpc,dod-professions,11,,0,0,
"2023-06-28",yandex,cpc,prof-frontend,139,9133412,0,0,
"2023-06-28",yandex,cpc,prof-python,186,8347866,0,0,
"2023-06-28",yandex,cpc,freemium,239,3798188,0,0,
"2023-06-28",yandex,cpc,prof-java,112,3253376,0,0,
"2023-06-28",yandex,cpc,base-python,60,575400,0,0,
"2023-06-28",yandex,cpc,base-java,47,503323,0,0,
"2023-06-28",yandex,cpc,prof-data-analytics,27,166833,0,0,
"2023-06-28",yandex,cpc,prof-professions-brand,34,162894,0,0,
"2023-06-28",yandex,cpc,prof-professions-retarget,27,38205,0,0,
"2023-06-28",yandex,cpc,dod-qa,8,17912,0,0,
"2023-06-29",vk,cpc,prof-data-analytics,1,,0,0,
"2023-06-29",vk,cpc,freemium,1,,0,0,
"2023-06-29",vk,cpc,prof-python,13,55939,0,0,
"2023-06-29",vk,cpc,prof-frontend,10,54420,1,0,
"2023-06-29",vk,cpc,freemium-frontend,20,50760,0,0,
"2023-06-29",vk,cpc,prof-java,8,45944,0,0,
"2023-06-29",vk,cpc,freemium-python,6,12312,0,0,
"2023-06-29",vk,cpc,base-python,3,7533,0,0,
"2023-06-29",vk,cpc,freemium-java,2,3046,0,0,
"2023-06-29",vk,cpp,base-java,4,,0,0,
"2023-06-29",vk,social,prof-data-analyst,1,,0,0,
"2023-06-29",vk,social,all-courses,1,,0,0,
"2023-06-29",vk,social,base-frontend,6,,0,0,
"2023-06-29",vk,social,base-java,3,,0,0,
"2023-06-29",vk,social,base-python,7,,0,0,
"2023-06-29",vk,social,general,4,,0,0,
"2023-06-29",vk,social,unpack,1,,0,0,
"2023-06-29",yandex,cpc,prof-data-analytics,29,,0,0,
"2023-06-29",yandex,cpc,dod-frontend,18,,0,0,
"2023-06-29",yandex,cpc,dod-java,11,,0,0,
"2023-06-29",yandex,cpc,dod-php,4,,0,0,
"2023-06-29",yandex,cpc,dod-professions,14,,0,0,
"2023-06-29",yandex,cpc,dod-python-java,12,,0,0,
"2023-06-29",yandex,cpc,prof-frontend,149,9759351,0,0,
"2023-06-29",yandex,cpc,prof-python,194,8917598,0,0,
"2023-06-29",yandex,cpc,prof-java,122,4290740,0,0,
"2023-06-29",yandex,cpc,freemium,227,3400687,0,0,
"2023-06-29",yandex,cpc,base-python,61,986614,0,0,
"2023-06-29",yandex,cpc,base-java,49,568694,0,0,
"2023-06-29",yandex,cpc,base-frontend,35,140105,0,0,
"2023-06-29",yandex,cpc,prof-professions-brand,37,120694,0,0,
"2023-06-29",yandex,cpc,dod-qa,5,36455,0,0,
"2023-06-29",yandex,cpc,prof-professions-retarget,25,22575,0,0,
"2023-06-29",yandex,cpc,base-professions-retarget,2,756,0,0,
"2023-06-30",vk,cpc,yaintern,1,,0,0,
"2023-06-30",vk,cpc,frontend,1,,0,0,
"2023-06-30",vk,cpc,prof-java,14,105406,0,0,
"2023-06-30",vk,cpc,prof-python,7,34923,0,0,
"2023-06-30",vk,cpc,prof-frontend,6,25836,1,0,
"2023-06-30",vk,cpc,freemium-python,12,25212,1,0,
"2023-06-30",vk,cpc,freemium-frontend,8,20312,0,0,
"2023-06-30",vk,cpc,base-python,3,6852,0,0,
"2023-06-30",vk,cpc,freemium-java,4,6096,0,0,
"2023-06-30",vk,cpp,base-java,6,,0,0,
"2023-06-30",vk,cpp,base-frontend,2,,0,0,
"2023-06-30",vk,cpp,dod-qa,1,,0,0,
"2023-06-30",vk,cpp,intensive-python,1,,0,0,
"2023-06-30",vk,social,all-courses,2,,0,0,
"2023-06-30",vk,social,base-frontend,6,,0,0,
"2023-06-30",vk,social,base-java,3,,0,0,
"2023-06-30",vk,social,base-python,2,,0,0,
"2023-06-30",vk,social,general,2,,0,0,
"2023-06-30",vk,social,hexlet,2,,0,0,
"2023-06-30",vk,social,prof-python,2,,0,0,
"2023-06-30",yandex,cpc,dod-java,8,,0,0,
"2023-06-30",yandex,cpc,dod-frontend,20,,0,0,
"2023-06-30",yandex,cpc,dod-php,5,,0,0,
"2023-06-30",yandex,cpc,dod-professions,12,,0,0,
"2023-06-30",yandex,cpc,dod-python-java,7,,0,0,
"2023-06-30",yandex,cpc,prof-data-analytics,37,,0,0,
"2023-06-30",yandex,cpc,prof-frontend,165,8777175,0,0,
"2023-06-30",yandex,cpc,prof-python,179,6735412,0,0,
"2023-06-30",yandex,cpc,prof-java,125,4633500,0,0,
"2023-06-30",yandex,cpc,freemium,200,3572200,0,0,
"2023-06-30",yandex,cpc,base-python,77,860398,0,0,
"2023-06-30",yandex,cpc,base-java,64,469632,0,0,
"2023-06-30",yandex,cpc,base-frontend,37,304547,0,0,
"2023-06-30",yandex,cpc,prof-professions-brand,43,121303,0,0,
"2023-06-30",yandex,cpc,dod-qa,5,32550,0,0,
"2023-06-30",yandex,cpc,prof-professions-retarget,19,24605,0,0,
"2023-06-30",yandex,cpc,base-professions-retarget,5,3040,0,0,
